"n","member_id","member_name","current_DOIs","current_DOIs_abstracts","current_journal_articles","current_journal_articles_abstracts"
"11506","8965","Nordic Academic Press","45","0",NA,NA
"11507","8977","Krasovskii Institute of Mathematics and Mechanics UB RAS","288","0","281","0"
"11508","8986","Indonesian Aquaculture Society","43","0","37","0"
"11509","8987","Mircea cel Batran Naval Academy","120","0","118","0"
"11510","8989","Hungarian Demographic Research Institute","64","0","47","0"
"11511","9030","International Association for Vegetation Science (IAVS)","52","0","42","0"
"11512","9040","The Korean Society for Western Medieval History","46","0","40","0"
"11513","9046","Korean Society for Head and Neck Oncology","81","0","76","0"
"11514","9056","Design Research Society","252","0",NA,NA
"11515","9057","Global Business Association","16","0","14","0"
"11516","9073","Journal of Preventive and Rehabilitative Medicine","8","0",NA,NA
"11517","9074","Arab Academy for Science, Technology, and Maritime Transport (AASTMT)","59","0","56","0"
"11518","9075","Office of Research, Innovation and Commercialization, Iqra University","38","0","32","0"
"11519","9088","Augusta University","5","0","3","0"
"11520","9108","Center for Global Trade Analysis","46","0","40","0"
"11521","9111","Dongnam Journal of Korean Language and Literature","65","0","60","0"
"11522","9140","Universidade Federal do Rio Grande do Norte - UFRN","751","0.881491363048553","697","0.949784815311432"
"11523","9144","Tyumen State University","784","0.0739795938134193","721","0.0804438292980194"
"11524","9160","Instituto Geologico y Minero de Espana","114","0","104","0"
"11525","9161","Universidad Catolica de la Santisima Concepcion","112","0","103","0"
"11526","9169","American Geographical Society","31","0","26","0"
"11527","9197","Korean Publishing Science Society","77","0","65","0"
"11528","9201","The Society of Theology and Thought","32","0","29","0"
"11529","9208","Universidade do Porto, Faculdade de Letras","741","0","560","0"
"11530","9232","Center of Industrial Pollution Prevention Technology","25","0","21","0"
"11531","9240","Moscow Witte University","380","0","380","0"
"11532","9242","JSC Vniizht","145","0.606896579265594","130","0.676923096179962"
"11533","9244","Dagestan State University","774","0","735","0"
"11534","9246","Society for Science and Nature","371","0","360","0"
"11535","9248","International Community for Auditory Display","116","0.965517222881317",NA,NA
"11536","9255","Korean National Language and Literature","128","0","117","0"
"11537","9258","Daedong Hanmun Association","106","0","95","0"
"11538","9270","Journal of Behavior and Applied Management","13","0","11","0"
"11539","9276","ENGG Journals Publications","1096","0","1058","0"
"11540","9285","Instituto Centroamericano de Estudios Fiscales","1","0",NA,NA
"11541","9287","e-IPH Ltd.","897","0.919732451438904","843","0.978647708892822"
"11542","9296","Innovative Publication","3760","0","3746","0"
"11543","9320","Wojewodztwo Mazowieckie","78","0","70","0"
"11544","9324","Eotvos Lorand University (ELTE)","423","0.13475176692009","285","0.200000002980232"
"11545","9328","Associacao Iberoamericana de Diagnostico e Avaliacao Psicologica","161","0","159","0"
"11546","9339","Programa de Pos Graduacao em Direito da Universidade Federal do Rio de Janeiro","51","0.627451002597809","47","0.68085104227066"
"11547","9349","West Virginia State Medical Association (WVSMA)","35","0","35","0"
"11548","9358","Malaysian Palm Oil Board","169","0","167","0"
"11549","9384","Revista Eletronica Cientifica Ensino Interdisciplinar","97","0","91","0"
"11550","9385","Clinical Biotec","181","0.430939227342606","168","0.46428570151329"
"11551","9387","LIDSEN Publishing Inc","528","0","457","0"
"11552","9392","Graduate Program Sriwijaya University","42","0","37","0"
"11553","9396","Abanico Veterinario","74","0","67","0"
"11554","9397","Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI)","35","0.171428576111794","30","0.200000002980232"
"11555","9406","Institute of International Trade","27","0","21","0"
"11556","9409","Bulletin of the Ural Medical Academie Science","70","0","70","0"
"11557","9410","Ansari Education and Research Society","362","0","274","0"
"11558","9424","Convergence Society for SMB","111","0","106","0"
"11559","9425","African Studies Association of Australasia and the Pacific (AFSAAP)","35","0","29","0"
"11560","9439","MayDay Group","73","0","64","0"
"11561","9445","APESB - Associacao Portuguesa de Engenharia Sanitaria e Ambeintal","17","0","14","0"
"11562","9447","Papeles de Poblacion","84","0","80","0"
"11563","9474","Journal of Pure and Applied Microbiology","734","0","723","0"
"11564","9480","Urban Planning International","218","0","207","0"
"11565","9485","University Consortium for Geographic Information Science (UCGIS)","126","0","114","0"
"11566","9496","Mizoram University","21","0","19","0"
"11567","9498","University of Muhammadiyah Prof. Hamka (UHAMKA)","271","0.712177097797394","242","0.797520637512207"
"11568","9501","Revista Cerrados","89","0.932584285736084","83","1"
"11569","9506","Korean Academy of Leadership","57","0","48","0"
"11570","9514","Korean Association For Learner-Centered Curriculum And Instruction","2953","0","2888","0"
"11571","9526","CLIO: Revista de Pesquisa Historica","78","0","72","0"
"11572","9534","Arab Society for Plant Protection","112","0","101","0"
"11573","9550","Faculdade Damas da Instrucao Crista","149","0.906040251255035","135","1"
"11574","9575","Residential Environment Institute Of Korea","204","0","193","0"
"11575","9576","Medina Publishing Ltd.","146","0.404109597206116","135","0.43703705072403"
"11576","9582","Universidad del Bio Bio","168","0","153","0"
"11577","9584","The International Journal of Human Resource Development: Practice, Policy and Research","34","0","33","0"
"11578","9585","Center for Handicraft and Batik","38","0.184210523962975","34","0.205882355570793"
"11579","9587","Naba'a Al-Hayat Foundation for Medical Sciences and Health Care","84","0","74","0"
"11580","9594","Fundatia Universitara Sanabuna","155","0","152","0"
"11581","9600","Baltic Medical Education Center","455","0.461538463830948","422","0.497630327939987"
"11582","9601","The Research Institute of Korean Education","90","0","90","0"
"11583","9605","JACSOnline Group Publisher","29","0","26","0"
"11584","9610","Hankuk University of Foreign Studies Literature Studies","92","0","82","0"
"11585","9621","PubPub","789","0","161","0"
"11586","9627","Journal of Clinical Social Work and Health Intervention","136","0","126","0"
"11587","9628","Society for Modeling and Simulation International (SCS)","438","0",NA,NA
"11588","9643","Hellenic Psychiatric Association","92","0","82","0"
"11589","9659","Sh.Marjani Institute of History of Tatarstan Academy of Sciences","214","0","200","0"
"11590","9669","Capacious: The Journal for Emerging Affect Inquiry","26","0","23","0"
"11591","9685","Wonkwang University Legal Research Institute","196","0","181","0"
"11592","9691","Consejo de la Juventud de Extremadura","6","0","5","0"
"11593","9697","Editora Univates","428","0.878504693508148","402","0.935323357582092"
"11594","9701","Instituto de Cultura Tecnica Sociedade Civil Ltda","136","0.911764681339264","129","0.961240291595459"
"11595","9705","Russian Gastroenterolgocial Society","138","0.471014499664307","126","0.51587301492691"
"11596","9707","Confederacao Nacional dos Trabalhadores em Educacao (CNTE)","139","0.834532380104065","132","0.878787875175476"
"11597","9714","Konkuk Research Institute of Real Estate and Urban Studies","49","0","43","0"
"11598","9730","Triveni Enterprises","506","0","480","0"
"11599","9743","National Council for Scientific Research - Lebanon","2","0","1","0"
"11600","9751","IKIP Siliwangi Bandung","251","0.788844645023346","224","0.883928596973419"
"11601","9762","J-Institute","288","0","233","0"
"11602","9791","Universidad Privada Antenor Orrego","131","0","123","0"
"11603","9814","Universidad Catolica de Cordoba","227","0.286343604326248","227","0.286343604326248"
"11604","9817","Broadcasting and Arts Research Institute","21","0","18","0"
"11605","9824","Edward Bernays College of Communication Management","11","0","11","0"
"11606","9835","Nevada Water Resources Association","8","0","5","0"
"11607","9840","The Convergence Tourism Contents Society","27","0","22","0"
"11608","9855","Jornal de Assistencia Farmaceutica e Farmacoeconomia","45","0","45","0"
"11609","9857","Cadernos do CEOM","53","0.924528300762177","49","1"
"11610","9861","The Society for the Promotion of Mechanism and Institution Design","18","0","15","0"
"11611","9864","Mondal I-Sciences","20","0","15","0"
"11612","9867","College of Medicine, Alnahrain University","14","0","13","0"
"11613","9869","Mehran University of Engineering and Technology","192","0.11458333581686","183","0.120218582451344"
"11614","9878","The Korean Holistic Arts Therapy Association","10","0","8","0"
"11615","9883","Defense Acquisition University Press","56","0.160714283585548","46","0.195652171969414"
"11616","9884","Faculty of Economics and Business, University of Zagreb","193","0","192","0"
"11617","9886","Faculty of Education, Harran University","50","0","38","0"
"11618","9894","Isaac Scientific Publishing Co., Ltd.","746","0","745","0"
"11619","9898","Emertec Research and Development","4","0","4","0"
"11620","9904","Revista Saber Cientifico","52","0.980769217014313","51","1"
"11621","9906","Journal of Geospatial Modelling","12","0.25","10","0.300000011920929"
"11622","9907","Centre for Multidisciplinary Research, Innovation and Collaboration (C-MRiC)","14","0","12","0"
"11623","9925","Revista Eletronica Politica e Gestao Educacional","255","0","240","0"
"11624","9927","Korea Association of Business Education","313","0","297","0"
"11625","9937","North Pacific Anadromous Fish Commission","35","0","34","0"
"11626","9945","Institute of Archaeology and Ethnology, Polish Academy of Sciences","119","0","112","0"
"11627","9952","Revista Com a Palavra o Professor","85","0.729411780834198","79","0.784810125827789"
"11628","9958","Revista Dimensoes","69","0.985507249832153","68","1"
"11629","9969","Medwin Publishers","2415","0","2189","0"
"11630","9970","Universidad Catolica de Santiago de Guayaquil","184","0.89673912525177","169","0.976331353187561"
"11631","9973","Sustainable Aviation Research Society","24","0","20","0"
"11632","9988","Revista Politicas Publicas e Cidades","34","0","30","0"
"11633","10008","Jurnal Bina Mulia Hukum","46","0","41","0"
"11634","10016","Revista Pratica Docente","100","0.959999978542328","98","0.979591846466064"
"11635","10020","Insituto Historico e Geografico Brasileiro","118","0","109","0"
"11636","10025","Saludesa","148","0.709459483623505","134","0.783582091331482"
"11637","10027","Revista Invesigacion Cualitativa","11","0","10","0"
"11638","10031","JSC National Scientific Medical Research Center","155","0","154","0"
"11639","10038","Kemerovo State Medical University","156","0.108974359929562","146","0.116438359022141"
"11640","10041","Open Science Journal","100","0.959999978542328","96","1"
"11641","10044","Advance Academic Publisher","1290","0.48527130484581","1255","0.498804777860641"
"11642","10052","Colloquium - New Philologies","52","0","46","0"
"11643","10054","Saint Petersburg State University of Architecture and Civil Engineering (SPSUACE)","581","0","535","0"
"11644","10061","International Journal of Librarianship","55","0.854545474052429","50","0.939999997615814"
"11645","10102","Sulaimani Polytechnic University","228","0.736842095851898","220","0.763636350631714"
"11646","10119","Empirical Research Press, Ltd.","53","0","44","0"
"11647","10122","Sekolah Tinggi Ilmu Ekonomi Indonesia (STIESIA ) Surabaya","361","0.842105269432068","308","0.987012982368469"
"11648","10140","UVK Verlagsgesellschaft mbH","872","0",NA,NA
"11649","10165","Pirogov Russian National Research Medical University","424","0.525943398475647","403","0.553349852561951"
"11650","10174","NFC Institute of Engineering and Fertilizer Research","30","0","28","0"
"11651","10248","LLC Kazan Publishing House","652","0","631","0"
"11652","10289","Ushynsky University","470","0.157446801662445","445","0.166292130947113"
"11653","10302","LaborHistorico","70","0.814285695552826","64","0.890625"
"11654","10309","FUAM (Fundacioon Universidad Autonoma de Madrid)","248","0","248","0"
"11655","10316","Revista Stricto Sensu","24","0","20","0"
"11656","10350","Aurel Vlaicu University of Arad","69","0","63","0"
"11657","10357","National University of Food Technologies","622","0","603","0"
"11658","10358","E-Discovery Publication","49","0","42","0"
"11659","10375","University of Garmian","501","0","496","0"
"11660","10379","Argumentos Pro-Educacao<U+200B>","91","0.901098906993866","83","0.987951815128326"
"11661","10383","Fund Doctors, Innovations, Science for Children","165","0.260606050491333","155","0.277419358491898"
"11662","10391","Medical Education","350","0","317","0"
"11663","10393","PDS Patklin","539","0.927643775939941","503","0.99403578042984"
"11664","10409","Association of European Schools of Planning (AESOP)","57","0","49","0"
"11665","10414","Consejo Regional III Lima Metropolitana","41","0.878048777580261","37","0.972972989082336"
"11666","10422","Advanced Research Publications","885","0","730","0"
"11667","10441","NETSOL: New Trends in Social and Liberal Sciences","24","0","21","0"
"11668","10464","Sociedad Mexicana de Investigacion y Divulgacion de la Educacion Matematica A. C.","87","0","79","0"
"11669","10467","Department of Chemistry Sriwijaya University","69","0","60","0"
"11670","10525","Universitas Widya Gama Mahakam","231","0.865800857543945","200","1"
"11671","10535","ANSA Royals","4","0","3","0"
"11672","10549","Carl Grossman Verlag","25","0",NA,NA
"11673","10577","Sreyas Institute of Engineering and Technology","51","0","43","0"
"11674","10587","Program Studi Akuntansi Fakultas Ekonomi","27","0.259259253740311","23","0.304347813129425"
"11675","10588","Asosiasi Agroindustri Indonesia (AGRIN)","91","0","84","0"
"11676","10593","Swarthmore College","59","0","12","0"
"11677","10595","Jurnal Bina Hukum Lingkungan","49","0","44","0"
"11678","10676","ASTES Journal","881","0","864","0"
"11679","10723","Novos Estudos - CEBRAP","73","0","64","0"
"11680","10756","Telkom University","572","0.895104885101318","535","0.957009375095367"
"11681","10811","Instituto de Investigacion en Ciencias Biomedicas","225","0","220","0"
"11682","10824","Expressao Catolica Saude","74","0.783783793449402","69","0.840579688549042"
"11683","10874","ROPOSTURO Romanian Association of Oral Rehabilitation and Posturotherapy","207","0","195","0"
"11684","10915","Revista de Engenharia e Pesquisa Aplicada","119","0.537815153598785","111","0.576576590538025"
"11685","10944","MedicHub Media","545","1","545","1"
"11686","10995","Universitas Sarjanawiyata Tamansiswa - Faculty of Economics","36","0.277777791023254","31","0.322580635547638"
"11687","11030","Universidad Senor de Sipan SAC","97","0.195876285433769","83","0.22891566157341"
"11688","11061","IFIASA (Ideas Forum International Academic and Scientific Association)","223","0","212","0"
"11689","11065","Interfaces da Educacao","122","0.926229536533356","116","0.974137902259827"
"11690","11066","STIE PGRI Dewantara Jombang","70","0.928571403026581","65","1"
"11691","11091","ARTS Publishing","95","0.305263161659241","86","0.337209314107895"
"11692","11092","Faculty of Public Health of Sriwijaya University","74","0.621621608734131","70","0.657142877578735"
"11693","11101","V. N. Karazin Kharkiv National University","1074","0.730912446975708","990","0.792929291725159"
"11694","11128","National Research Nuclear University MEPhI (Moscow Engineering Physics Institute)","437","0","436","0"
"11695","11165","Politeknik Kesehatan Tanjungkarang","258","0.531007766723633","245","0.559183657169342"
"11696","11195","COMSATS Institute of Information Technology","33","0","28","0"
"11697","11214","Revista Temas em Educacao e Saude","69","0","63","0"
"11698","11222","Associacao Brasileira de Engenharia e Ciencias Mecanicas - ABCM","3686","0",NA,NA
"11699","11225","Petro Mohyla Black Sea National University","917","0","897","0"
"11700","11278","University of Richmond","6","0","5","0"
"11701","11334","Urban Development Scientific Publishing Pte Ltd","52","0.173076927661896","47","0.191489368677139"
"11702","11338","University of Energy and Natural Resources","54","0.981481492519379","53","1"
"11703","11339","STMIK AKAKOM Yogyakarta","24","0.875","21","1"
"11704","11357","Sonoma State University","7","0","6","0"
"11705","11385","Cruzeiro do Sul Educacional","1004","0.905378460884094","961","0.945889711380005"
"11706","11425","Education and Technologies Association","156","0","152","0"
"11707","11447","Universidad Tecnica de Babahoyo","59","0.694915235042572","56","0.732142865657806"
"11708","11482","Institucio Alfons el Magnanim","137","0.233576640486717","128","0.25"
"11709","11578","Class Publishing","64","0","60","0"
"11710","11598","Yong Loo Lin School of Medicine","97","0","88","0"
"11711","11599","African Journal of Reproductive Health (AJRH)","51","0","47","0"
"11712","11666","ZygoScient Research Insights Inc.","47","0","33","0"
"11713","11692","Marketing and Tourism Review","71","0.915492951869965","65","1"
"11714","11695","Universidade Anhembi Morumbi","91","0.912087917327881","83","1"
"11715","11795","Poltekkes Kemenkes Yogyakarta","192","0.9375","183","0.983606576919556"
"11716","11801","Sciaccess Publishers LLC","561","0","477","0"
"11717","11819","Mexican Journal of Biotechnology","92","0","81","0"
"11718","11877","Heighten Science Publications Corporation","1055","0","873","0"
"11719","11896","Instituto Politecnico de Viseu","104","0","93","0"
"11720","11921","Research Gateway Society","37","0","36","0"
"11721","11928","Revista Brasileira de Fisica Medica","74","0.945945918560028","70","1"
"11722","11944","Revista Trabalho, Politica e Sociedade","56","0.964285731315613","55","0.981818199157715"
"11723","11990","Baghdad University College of Veterinary Medicine","10","0","9","0"
"11724","12004","Associacao Portuguesa de Sociologia","49","0","42","0"
"11725","12047","Revista Dialectus","115","0.947826087474823","109","1"
"11726","12054","Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto","307","0.879478812217712","305","0.8852459192276"
"11727","12058","STIKES Aisyah Pringsewu Lampung","56","0","51","0"
"11728","12064","Universitas Muhammadiyah Sumatera Utara","248","0","220","0"
"11729","12091","Badan Penelitian dan Pengembangan Hukum dan HAM","124","0.887096762657166","110","1"
"11730","12094","Sekolah Tinggi Teologi Intheos Surakarta","43","0.860465109348297","37","1"
"11731","12134","Turkish Journal of Marketing","59","0.830508470535278","49","1"
"11732","12191","Universitas Islam Sumatera Utara","261","0.934865891933441","245","0.995918393135071"
"11733","12192","Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep","24","0.833333313465118","21","0.952380955219269"
"11734","12242","Asociacion Colombiana de Neumologia y Cirugia de Torax","74","0.675675690174103","60","0.833333313465118"
"11735","12266","Politeknik Negeri Lhokseumawe","271","0.785977840423584","232","0.918103456497192"
"11736","12277","EARDA","43","0","36","0"
"11737","12307","Universidad Autonoma de Manizales","309","0.964401304721832","308","0.967532455921173"
"11738","12362","Trade Analysis and Development Agency","56","0.821428596973419","46","1"
"11739","12374","Universidad Nacional Mayor de San Marcos","89","0","84","0"
"11740","14857","Scientia Publishing House LTD","109","0.743119239807129","107","0.757009327411652"
"11741","14905","LUMA Centre Finland","41","0.731707334518433","36","0.833333313465118"
"11742","15119","Universitas Maritim Raja Ali Haji","188","0.813829779624939","176","0.869318187236786"
"11743","15977","Universitas Aisyiyah (UNISA) Yogyakarta","233","0.918454945087433","232","0.922413766384125"
"11744","16009","Universitas Jenderal Achmad Yani Yogyakarta","90","0.600000023841858","83","0.650602400302887"
"11745","16132","University of Silesia in Katowice","123","0.45528456568718","121","0.462809920310974"
"11746","16155","Revista Portuguesa de Saude Ocupacional","114","0","111","0"
"11747","16191","Sinnergiak Social Innovation","39","0","34","0"
"11748","16197","Fundacion Universitaria de Ciencias de la Salud","133","0.481203019618988","129","0.496124029159546"
"11749","16307","Badan Penerbitan Universitas Widyagama Malang","206","0.757281541824341","180","0.866666674613953"
"11750","16369","Development of Management and Entrepreneurship Methods on Transport (ONMU)","83","0","77","0"
"11751","16384","Kuban State University","156","0","140","0"
"11752","16418","Vasyl Stus Donetsk National University","493","0","462","0"
"11753","16542","Donetsk National Technical University","190","0","180","0"
"11754","16611","Refaad for Studies and Research","410","0","372","0"
"11755","16633","Institut Pesantren Kh. Abdul Chalim Pact Mojokerto","166","0.885542154312134","147","1"
"11756","16652","National University of Life and Environmental Sciences of Ukraine","767","0","725","0"
"11757","16727","Humanity Only - HO","262","0.0038167939055711","247","0.00404858309775591"
"11758","16794","Vinnytsia National Technical University","326","0","305","0"
"11759","16924","Lviv National Agrarian University","269","0","259","0"
"11760","16991","Southern Institute of Management","231","0.835497856140137","220","0.877272725105286"
"11761","17088","Asosiasi Forum Manajemen Indonesia (FMI)","65","0.907692313194275","59","1"
"11762","17099","P3M Politeknik Negeri Indramayu","58","0.896551728248596","52","1"
"11763","17138","Institute of Higher Education NAES of Ukraine","87","0.919540226459503","81","0.987654328346252"
"11764","17172","Revista Brasileira de Pesquisa Auto Biografica","257","0.404669255018234","245","0.424489796161652"
"11765","17239","Fakultas Ilmu Sosial dan Ilmu Politik Universitas Hasanuddin","63","0.888888895511627","57","0.982456147670746"
"11766","17245","Politeknik Negeri Ujung Pandang","118","0.898305058479309","106","1"
"11767","17289","Educational Research Institute","32","0","9","0"
"11768","17424","Fundacion MenteClara Internacional","52","0.865384638309479","46","0.97826087474823"
"11769","17425","Hon. Prof. M.S. Bokarius Kharkiv Research Institute of Forensic Examinations","126","0.98412698507309","124","1"
"11770","17429","RTU MIREA","317","0.501577258110046","284","0.559859156608582"
"11771","17434","Arquivos de Ciências do Mar","80","0.887499988079071","75","0.946666657924652"
"11772","17450","The Institute of Pedagogy of the National Academy of Pedagogical Sciences of Ukraine","402","0","375","0"
"11773","17451","Institute for Public Health of the National Academy of Medical Sciences of Ukraine","162","0","151","0"
"11774","17592","Centro Universitario Assuncao - Unifai","26","0.884615361690521","23","1"
"11775","17640","Instituto Superior de Formacion Docente Salome Urena (ISFODOSU)","52","0.865384638309479","45","1"
"11776","17641","Universitas Muslim Indonesia","216","0.398148149251938","195","0.441025644540787"
"11777","17675","Universitas Muhammadiyah Palembang","290","0.851724147796631","252","0.980158746242523"
"11778","17802","Technoscience Academy","916","0.997816622257233","915","0.998907089233398"
"11779","17969","Program Magister Kenotariatan Fakultas Hukum Universitas Lambung Mangkurat","42","0.88095235824585","37","1"
"11780","18000","University of San Jose-Recoletos","54","0","46","0"
"11781","18107","Universitas Sangga Buana YPKP","65","0.676923096179962","58","0.75862067937851"
"11782","18159","LPPM Universitas Ibn Khaldun Bogor","425","0.821176469326019","366","0.953551888465881"
"11783","18255","Sekolah Tinggi Ilmu Kesehatan Fort de Kock Bukittinggi","94","0.81914895772934","77","1"
"11784","18297","Mutual Images","48","0.270833343267441","47","0.276595741510391"
"11785","18361","Institute of Navigation","1409","0",NA,NA
"11786","18483","Atlantica Editora","1345","0.939033448696136","1263","1"
"11787","18504","Revista Interritorios","31","0.870967745780945","28","0.964285731315613"
"11788","18655","State Public Scientific-Technical Library","352","0.784090936183929","318","0.867924511432648"
"11789","18877","Suchasna Stomatolohiya","2","0","1","0"
"11790","18878","School of Adaptive Management of Social And Pedagogical Systems","0","0",NA,NA
"11791","18879","Institute of Religious Studies Lviv Museum of the History of Religion","0","0",NA,NA
"11792","7657","Jurnal Riset dan Aplikasi: Akuntansi dan Manajemen","26","0.269230782985687","26","0.269230782985687"
"11793","10239","Uzhhorod National University","745","0","729","0"
"11794","16232","OOO Zhurnal Voprosy Istorii","129","0","109","0"
"11795","18712","Norwegian Polar Institute","117","0.0170940179377794","117","0.0170940179377794"
"11796","1897","Korean Pediatric Society","232","0","232","0"
"11797","3042","The Scientific and Technological Research Council of Turkey","4228","0.0255439933389425","4228","0.0255439933389425"
"11798","6721","APESC - Associacao Pro-Ensino em Santa Cruz do Sul","1147","0.899738430976868","1143","0.902887165546417"
"11799","10123","Department of Theology and Philosophy, UKM","61","0","56","0"
"11800","18408","Kherson State University","578","0","555","0"
"11801","18639","Iqra University","0","0",NA,NA
"11802","2567","Korean Diabetes Association (KAMJE)","352","0","352","0"
"11803","6604","JOSHA, GmbH","290","0","290","0"
"11804","10378","Revista Remecs - Revista Multidisciplinar de Estudos Cientificos em Saude","315","0.225396826863289","71","1"
"11805","12789","The National and University Library of Iceland","143","0.531468510627747","132","0.575757563114166"
"11806","16492","National Economics University - Vietnam","0","0",NA,NA
"11807","16525","Canadian Journal for Studies in Discourse Writing/Redactology","39","1","39","1"
"11808","17894","Stiepar Yapari Bandung","35","0.857142865657806","30","1"
"11809","18532","Centro Andaluz de Medicina del Deporte","115","0.278260856866837","113","0.283185839653015"
"11810","18643","Estonian National Museum","15","0.866666674613953","13","1"
"11811","18702","Universidad de Investigacion y Desarrollo","69","0.0434782616794109","69","0.0434782616794109"
"11812","18853","Asclepius Open LLC","0","0",NA,NA
"11813","18858","Satu Mare College of Physicians","11","0.0909090936183929","10","0.100000001490116"
"11814","18891","V <U+041E> Sukhomlynskyi Mykolaiv National University","59","0.406779646873474","57","0.421052634716034"
"11815","8834","Practical Medicine Publishing House","225","0","219","0"
"11816","18113","Academic Research Publishing Group","1472","0.59646737575531","1306","0.672281801700592"
"11817","18524","Association for Iron and Steel Technology","389","0",NA,NA
"11818","18585","The University of the South Pacific","0","0",NA,NA
"11819","18590","LPPM Universitas Merdeka Madiun","45","0.911111116409302","41","1"
"11820","18778","Nepal Health Research Council","0","0",NA,NA
"11821","18787","The Chest and Heart Association of Bangladesh","0","0",NA,NA
"11822","17380","Universidad de las Artes y Ciencias de la Comunicacion - UNIACC","24","0.875","21","1"
"11823","18336","Universitas Timor","177","0.841807901859283","150","0.993333339691162"
"11824","18674","INFOTEKS","22","1","22","1"
"11825","10530","Universitas Pancasakti","137","0.773722648620605","132","0.80303031206131"
"11826","11797","STAIN Curup","428","0.79439252614975","360","0.944444417953491"
"11827","12056","Universitas Pattimura","567","0.929453253746033","528","0.998106062412262"
"11828","12188","Universitas Kediri","240","0.862500011920929","208","0.995192289352417"
"11829","12209","STAIN Kediri","417","0.88968825340271","371","1"
"11830","12267","STMIK Bumigora Mataram","128","0.9296875","119","1"
"11831","14927","Universitas Medan Area","673","0.818722128868103","585","0.941880345344543"
"11832","75","Earthquake Engineering Research Institute","288","0.0694444477558136","288","0.0694444477558136"
"11833","3961","The Korean Society of Gastrointestinal Endoscopy","366","0","366","0"
"11834","7935","Universe Scientific Publishing Pte. Ltd.","1768","0.988687753677368","1751","0.998286664485931"
"11835","17179","Association of Forensic Document Examination","33","0.69696968793869","30","0.766666650772095"
"11836","18653","Universidad Nacional Jorge Basadre Grohmann","604","0.933774828910828","564","1"
"11837","18788","Australian Government Department of Health","51","0.862745106220245","51","0.862745106220245"
"11838","18852","The Egyptian Association of Medical Education","2","1","2","1"
"11839","18920","Universitas Kristen Artha Wacana","11","0.909090936183929","10","1"
"11840","1892","Korean Neurosurgical Society","305","0","305","0"
"11841","1975","Korean Society of Coloproctology","153","0","153","0"
"11842","6094","Engaged Scholar Journal","109","0.862385332584381","109","0.862385332584381"
"11843","8628","Space Research Institute RAS","512","0","436","0"
"11844","11363","Saberes de Conocimiento","11","0","7","0"
"11845","533","Society of Physical Therapy Science","1471","0","1471","0"
"11846","1941","Leibniz-Institute for Psychology Information (ZPID)","570","0.952631592750549","570","0.952631592750549"
"11847","18919","Geonordeste","30","1","30","1"
"11848","18936","Sogang Institute for East Asian Studies (SIEAS)","0","0",NA,NA
"11849","18940","Aikuiskasvatus","50","0.5","50","0.5"
"11850","18941","Entomologica Fennica","158","1","158","1"
"11851","18943","FMSERA Journal","0","0",NA,NA
"11852","18944","Suomalais-Ugrilaisen seuran Aikakauskirja","29","1","29","1"
"11853","18947","Idantutkimus","18","0.16666667163372","18","0.16666667163372"
"11854","18948","Joutsen/Svanen. Erikoisjulkaisut.","0","0",NA,NA
"11855","18949","Tekniikan waiheita","25","0.879999995231628","25","0.879999995231628"
"11856","18950","Folk och musik","7","0","7","0"
"11857","18952","Finnisch-Ugrische Forschungen","60","1","60","1"
"11858","18953","Uralica Helsingiensia","0","0",NA,NA
"11859","18954","Studia Celtica Fennica","3","0.333333343267441","3","0.333333343267441"
"11860","18955","The Society of Korean Language and Literature","0","0",NA,NA
"11861","18956","Matkailututkimus","8","0.5","8","0.5"
"11862","18957","Universidade Alto Vale Do Rio Do Peixe - Uniarp","184","0.902173936367035","184","0.902173936367035"
"11863","18958","Institut Agama Hindu Negeri Tampung Penyang Palangka Raya","98","1","98","1"
"11864","18960","Sekolah Tinggi Teknologi Garut","41","0","35","0"
"11865","18961","Revista Pesquisa Qualitativa - RPQ","34","0.911764681339264","31","1"
"11866","18962","Unitri Press","249","0.987951815128326","246","1"
"11867","18967","LP2M Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta","88","0.818181812763214","78","0.923076927661896"
"11868","18968","UNIB Press","907","0.805953681468964","907","0.805953681468964"
"11869","18969","Fakultas Kesehatan Masyarakat Universitas Muslim Indonesia","81","0.962962985038757","78","1"
"11870","18970","Universitas Islam Raden Rahmat Malang","0","0",NA,NA
"11871","18971","Yhdyskuntasuunnittelu","20","0.200000002980232","20","0.200000002980232"
"11872","18973","Kansantaloudellinen Aikakauskirja","0","0",NA,NA
"11873","18974","Center of Pharmaceutical Analytics Ltd","48","1","48","1"
"11874","18978","Akademi Keperawatan RS Husada","35","0.942857146263123","33","1"
"11875","18979","Finnish Economic Papers","0","0",NA,NA
"11876","3424","Korean Society of Interventional Neuroradiology","65","0","65","0"
"11877","4397","Faculty of Occupational Safety","49","0.816326558589935","43","0.930232584476471"
"11878","11477","Felix Meiner Verlag GmbH","294","0.438775509595871","198","0.651515126228333"
"11879","14916","Sociedad Espanola de Ciencias Forestales","88","0.761363625526428","87","0.770114958286285"
"11880","16761","LLC Numicom","228","0.714912295341492","212","0.768867909908295"
"11881","18963","Universitas Riau Kepulauan","261","0.915708839893341","239","1"
